idVenta,FechaPedido,FechaEntrega,TipoCliente,TipoInstitucion,Cliente,Ciudad,Direccion,TipoAdquisicion,TipoCompra,precio_unitario,Cantidad,CodEquipo,MontoTotal
710416,2021-10-24,2023-03-10,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Chuquisaca,"Pasadizo Balduino Caparrós 7 Piso 6 
Zaragoza, 15524",Compra directa,Tienda,3200,61,QP-QP100,195200
725060,2022-03-16,2023-12-14,Institución,Privada,Supermercados Piquer & Asociados S.A.,Potosi,"C. de Ariel Poza 37
Valencia, 51582",Licitación,Tienda,1800,98,QP-TINKU300,176400
311521,2023-08-13,2024-03-05,Institución,Privada,Distribuciones YNNX S.L.,La Paz,"Via de Florentina Macias 29 Puerta 8 
Navarra, 32687",Compra directa,Tienda,3300,58,QP-SK105,191400
902447,2021-09-26,2022-04-22,Institución,Pública,Gobierno Municipal de Trinidad,Tarija,"Cañada de Tiburcio Valencia 218 Puerta 9 
Jaén, 13628",Compra directa,en Línea,8700,83,QP-AIOB200,722100
221360,2022-10-25,2024-02-09,Persona,NaN,Ximena Gámez Zabala,Pando,"Vial Florentina Elías 91 Piso 4 
Cáceres, 49969",Compra directa,en Línea,9000,92,QP-AIOB300,828000
457198,2021-06-19,2024-01-14,Persona,NaN,Felipa del Calleja,Pando,"Camino Ricarda Noriega 565 Piso 0 
Castellón, 34481",Licitación,Tienda,1800,46,QP-TINKU300,82800
478828,2023-11-07,2024-01-24,Persona,NaN,Regina Porras Ferrando,Santa Cruz,"Plaza Fermín Barreda 96 Apt. 62 
León, 45679",Compra directa,en Línea,6500,86,QP-KC500,559000
351693,2022-03-04,2023-06-01,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Tarija,"C. de Sigfrido Cantón 53 Piso 2 
Valencia, 02241",Licitación,Tienda,6500,72,QP-KC500,468000
900890,2022-05-12,2022-12-17,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Pando,"C. de Victoria Rozas 555
Albacete, 14500",Compra directa,en Línea,9500,54,QP-SC1000,513000
879089,2023-08-10,2023-09-17,Institución,Pública,Gobierno Municipal de La Paz,La Paz,"Avenida de Rosa Bayona 669 Puerta 8 
Albacete, 41423",Licitación,Tienda,3200,100,QP-QP100,320000
951195,2022-03-02,2023-03-12,Institución,Privada,Acero & Asociados S.C.P,Chuquisaca,"Callejón de Josep Pineda 6
Murcia, 03570",Licitación,Tienda,9000,9,QP-AIOB300,81000
940322,2022-05-10,2023-12-02,Persona,NaN,Lino Egea,Chuquisaca,"Cañada Irene Salom 6 Apt. 19 
Cantabria, 13528",Licitación,en Línea,6500,54,QP-KC500,351000
596449,2021-10-22,2023-07-30,Institución,Privada,Murillo y asociados S.A.,Pando,"Avenida de Amor Beltran 82 Puerta 5 
Tarragona, 02316",Licitación,Tienda,3000,70,QP-K101,210000
41276,2019-12-23,2022-03-25,Persona,NaN,Oriana de Manuel,Potosi,"Plaza de Rómulo Lara 29 Piso 0 
Lugo, 40288",Compra directa,Tienda,1800,58,QP-TINKU300,104400
56371,2021-06-22,2024-01-26,Institución,Privada,Logística Fortuny S.Coop.,Pando,"Avenida de Jenaro Lloret 35 Puerta 9 
Lugo, 51593",Licitación,en Línea,6500,13,QP-KC500,84500
764004,2019-08-07,2023-03-21,Institución,Pública,Gobierno Autónomo Municipal de Cobija,Potosi,"Alameda de Cayetana Sevilla 81
Córdoba, 37547",Compra directa,Tienda,3000,28,QP-K101,84000
360408,2021-12-01,2022-11-17,Institución,Pública,Gobierno Autónomo Departamental de La Paz,Santa Cruz,"Acceso Duilio Castells 2 Puerta 1 
Cantabria, 43868",Licitación,en Línea,8700,50,QP-AIOB200,435000
103610,2022-06-15,2023-04-02,Persona,NaN,Josué Miralles,Pando,"Cuesta Óscar Giner 3
Sevilla, 10846",Compra directa,Tienda,3300,63,QP-SK105,207900
167210,2020-08-05,2022-09-08,Persona,NaN,Raimundo Toledo Anguita,Oruro,"Camino Valentín Calleja 19 Piso 0 
Cádiz, 44953",Compra directa,Tienda,3500,49,QP-CPE250,171500
95572,2022-03-28,2024-03-05,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Tarija,"Via de Octavia Bárcena 7 Puerta 8 
Las Palmas, 29094",Compra directa,en Línea,8700,26,QP-AIOB200,226200
126958,2019-12-30,2021-03-31,Persona,NaN,Jose Francisco Santiago Manzano,Pando,"Rambla de Ámbar Azorin 6
Ceuta, 07197",Licitación,en Línea,3500,99,QP-CPE250,346500
320466,2019-10-08,2023-11-05,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Chuquisaca,"Acceso Eliseo Guitart 7 Apt. 64 
Palencia, 03010",Licitación,en Línea,7500,97,QP-SC700,727500
891858,2023-05-19,2023-09-19,Persona,NaN,Bernardo Díaz Beltrán,Santa Cruz,"Ronda Anacleto Cabrero 576
Burgos, 48968",Licitación,Tienda,9500,99,QP-SC1000,940500
623817,2023-08-26,2023-10-09,Institución,Pública,Gobierno Municipal de Trinidad,Tarija,"Pasadizo de Josep Nebot 48 Puerta 2 
Ceuta, 26565",Licitación,Tienda,3500,5,QP-TPC200,17500
631282,2021-04-19,2021-10-11,Institución,Pública,Concejo Municipal de Santa Cruz,Beni,"Glorieta Francisco Javier Guillén 53
Guipúzcoa, 44016",Compra directa,Tienda,1200,33,QP-HEKA120,39600
870963,2023-01-15,2023-04-06,Institución,Pública,Gobierno Municipal de La Paz,Pando,"Plaza de Nuria Bosch 75
Toledo, 19616",Licitación,en Línea,9500,41,QP-SC1000,389500
114455,2022-12-02,2023-07-26,Institución,Pública,Gobierno Autónomo Departamental de Tarija,La Paz,"Cañada Marcelino Aragón 20 Piso 8 
Murcia, 46540",Licitación,en Línea,3200,25,QP-QP100,80000
31988,2023-09-23,2024-03-29,Institución,Pública,Gobierno Autónomo Departamental de Santa Cruz,Santa Cruz,"Acceso Guiomar Gonzalo 4 Puerta 1 
Palencia, 27633",Licitación,en Línea,3000,27,QP-K101,81000
960102,2024-04-05,2024-06-20,Institución,Privada,Chaparro y asociados S.A.,Beni,"Urbanización Ismael Pablo 4 Apt. 45 
Las Palmas, 12422",Compra directa,Tienda,3000,8,QP-K101,24000
954621,2021-10-24,2021-12-14,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,Pando,"Pasadizo Carmen Canet 62
Lleida, 40737",Compra directa,Tienda,8700,36,QP-AIOB200,313200
25519,2019-06-28,2021-08-20,Persona,NaN,Marc Calderon Alegria,Tarija,"Alameda de Leopoldo Priego 65 Apt. 07 
Huelva, 30379",Licitación,Tienda,9000,67,QP-AIOB300,603000
713995,2021-09-28,2022-04-09,Persona,NaN,Hugo Lluch Mate,Tarija,"Plaza de Marita Sánchez 9 Puerta 9 
Soria, 18011",Licitación,Tienda,7500,99,QP-SC700,742500
16479,2019-07-18,2019-08-11,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,Santa Cruz,"Alameda Toribio Mora 8
Vizcaya, 39923",Compra directa,en Línea,9500,21,QP-SC1000,199500
826324,2023-09-26,2024-04-29,Institución,Pública,Gobierno Municipal de La Paz,Pando,"Cuesta Albino Martin 69
Cantabria, 12800",Licitación,en Línea,3500,40,QP-TPC200,140000
120776,2023-08-26,2023-12-22,Institución,Pública,Gobierno Autónomo Departamental de Chuquisaca,La Paz,"Plaza de Nazaret Esteban 716 Apt. 23 
Soria, 15570",Compra directa,Tienda,3500,9,QP-CPE250,31500
739287,2021-04-17,2022-05-20,Institución,Pública,Gobierno Autónomo Departamental de Beni,Potosi,"Glorieta de Reyna Benítez 18 Piso 5 
Palencia, 19431",Licitación,Tienda,6500,49,QP-KC500,318500
640878,2020-12-25,2023-10-14,Institución,Privada,Comercial PGPV S.Com.,Pando,"Alameda Nicodemo Vega 96
Toledo, 12401",Compra directa,en Línea,7500,83,QP-SC700,622500
268342,2021-07-21,2024-04-11,Persona,NaN,Silvestre Victorino Tomé Pedrero,Santa Cruz,"Callejón Santos Murcia 20
Santa Cruz de Tenerife, 35929",Compra directa,Tienda,1800,59,QP-TINKU300,106200
669496,2023-01-22,2023-12-01,Persona,NaN,Sancho Mascaró,Potosi,"Rambla Lope Lluch 541 Puerta 2 
Castellón, 46390",Licitación,en Línea,8500,3,QP-AIOB100,25500
751863,2022-11-11,2023-01-04,Institución,Privada,Rojas y asociados S.L.N.E,Potosi,"Via de Miguela Matas 9
Barcelona, 40449",Compra directa,Tienda,8500,68,QP-AIOB100,578000
772111,2022-10-13,2023-09-04,Institución,Privada,Alimentación del Norte S.L.N.E,La Paz,"Urbanización Maite Figuerola 92
Pontevedra, 10416",Licitación,Tienda,1800,7,QP-TINKU300,12600
174950,2023-05-12,2023-06-02,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Chuquisaca,"Rambla Arsenio Román 7
Cádiz, 47359",Compra directa,Tienda,3300,19,QP-SK105,62700
175494,2021-10-09,2022-12-15,Persona,NaN,Augusto España-Barba,La Paz,"Pasaje Felix Castilla 64
La Rioja, 01182",Licitación,en Línea,3000,17,QP-K101,51000
785192,2022-01-25,2024-02-13,Institución,Privada,Familia Manjón S.A.D,Potosi,"C. de Trinidad Manzanares 8 Apt. 36 
Ávila, 38770",Licitación,en Línea,3500,13,QP-QP200,45500
591657,2022-05-24,2023-12-15,Persona,NaN,Pascuala Mate-Rico,Potosi,"Cañada Judith Manjón 2 Piso 1 
Barcelona, 33581",Compra directa,Tienda,7500,21,QP-SC700,157500
195406,2021-12-31,2023-05-13,Institución,Pública,Gobierno Autónomo Departamental de Beni,Beni,"Cuesta de Efraín Macías 5
Zamora, 13544",Licitación,en Línea,7500,23,QP-SC700,172500
291452,2020-08-10,2020-09-06,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Santa Cruz,"Pasaje de Fidela Arévalo 415
Zamora, 03264",Licitación,Tienda,7500,51,QP-SC700,382500
415913,2022-04-23,2023-12-06,Institución,Privada,Baltasar Mármol Frías S.C.P,La Paz,"Alameda Cipriano Terrón 39
Albacete, 18699",Compra directa,Tienda,1800,4,QP-TINKU300,7200
887018,2019-09-23,2020-07-17,Persona,NaN,Rosario Castro Jara,Chuquisaca,"Camino de Ismael Jaén 33 Puerta 5 
Guipúzcoa, 39408",Compra directa,en Línea,6500,50,QP-KC500,325000
489011,2023-09-08,2023-12-21,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Chuquisaca,"C. de Cayetano Codina 55
Cantabria, 25389",Licitación,Tienda,1200,56,QP-HEKA120,67200
358377,2019-08-17,2022-02-25,Institución,Privada,Inversiones Española S.L.,Tarija,"Cañada Goyo Ferrán 45 Piso 2 
Melilla, 38672",Licitación,Tienda,9500,38,QP-SC1000,361000
803299,2019-12-25,2021-12-07,Institución,Pública,Gobierno Autónomo Departamental de Santa Cruz,Pando,"Via de Zaida Benet 63 Apt. 09 
Huesca, 25872",Compra directa,Tienda,3200,6,QP-QP100,19200
144437,2020-04-30,2024-01-01,Persona,NaN,Gabriela de Rivero,Chuquisaca,"Plaza Tristán Neira 23 Piso 4 
Tarragona, 43513",Licitación,Tienda,9000,19,QP-AIOB300,171000
703027,2022-09-06,2022-12-09,Persona,NaN,Josué Arellano Sevillano,Tarija,"Paseo Susana Gil 893 Piso 1 
Guipúzcoa, 19785",Licitación,Tienda,3300,33,QP-SK105,108900
317744,2020-09-01,2022-04-27,Institución,Pública,Concejo Municipal de Santa Cruz,Tarija,"Avenida de Ana Sofía Bernad 43
Huesca, 10564",Licitación,en Línea,3200,56,QP-QP100,179200
923985,2023-08-01,2024-01-21,Persona,NaN,Rafael Araujo-Garriga,La Paz,"Rambla Jacinta Calderón 4
Lleida, 13698",Compra directa,Tienda,1800,70,QP-TINKU300,126000
211896,2022-05-26,2024-01-09,Persona,NaN,Gustavo Bauzà-Almeida,Potosi,"Urbanización Nacho Gallo 62 Apt. 18 
Melilla, 20372",Licitación,Tienda,9000,17,QP-AIOB300,153000
258921,2023-12-17,2024-03-07,Persona,NaN,Amparo Cortina,Santa Cruz,"Camino de Felicidad Dueñas 8
Albacete, 35186",Licitación,Tienda,1800,14,QP-TINKU300,25200
312683,2022-08-15,2023-08-16,Institución,Pública,Gobierno Autónomo Departamental de Beni,La Paz,"Via Nicanor Torre 628
Soria, 26063",Licitación,Tienda,9000,66,QP-AIOB300,594000
83961,2020-01-18,2023-07-14,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Tarija,"Via de Sonia Madrigal 49
León, 35612",Compra directa,Tienda,8700,92,QP-AIOB200,800400
453276,2020-05-23,2021-01-28,Institución,Pública,Gobierno Autónomo Departamental de Beni,La Paz,"Camino de Águeda Navas 2
Santa Cruz de Tenerife, 31107",Compra directa,Tienda,9000,93,QP-AIOB300,837000
92667,2020-05-11,2022-04-18,Institución,Pública,Concejo Municipal de Santa Cruz,Tarija,"Avenida de Josep Becerra 8 Puerta 3 
Almería, 04675",Licitación,Tienda,7500,56,QP-SC700,420000
112480,2021-01-10,2021-10-08,Persona,NaN,Anunciación Portero Perelló,Pando,"Ronda Chelo Reig 72
Salamanca, 36157",Licitación,en Línea,3200,78,QP-QP100,249600
956537,2022-04-13,2022-04-22,Institución,Pública,Gobierno Municipal de La Paz,Chuquisaca,"Paseo Venceslás Malo 797
Tarragona, 49289",Licitación,Tienda,9000,8,QP-AIOB300,72000
267809,2020-10-23,2023-01-10,Persona,NaN,Josué Fuster,Pando,"Calle Abril Badía 5 Apt. 85 
Melilla, 21665",Licitación,en Línea,9000,11,QP-AIOB300,99000
729189,2020-08-12,2021-03-20,Institución,Pública,Gobierno Municipal de La Paz,Cochabamba,"Pasaje de Atilio Barragán 637 Puerta 4 
Cádiz, 21419",Licitación,Tienda,3500,30,QP-QP200,105000
234669,2021-05-09,2021-05-09,Institución,Privada,Saavedra y Aramburu S.Coop.,La Paz,"Via Felipa Ballester 80
Navarra, 27416",Licitación,Tienda,8700,6,QP-AIOB200,52200
254526,2023-02-03,2023-12-29,Institución,Pública,Gobierno Autónomo Municipal de Cobija,Tarija,"Glorieta Nidia Casas 36 Piso 1 
Zaragoza, 38964",Compra directa,Tienda,8700,53,QP-AIOB200,461100
243652,2021-08-15,2024-03-21,Institución,Pública,Gobierno Autónomo Departamental de Oruro,La Paz,"Vial de Marcia Lozano 8
Las Palmas, 28773",Compra directa,Tienda,8700,89,QP-AIOB200,774300
234087,2020-07-18,2020-12-18,Institución,Privada,Promociones Company S.Coop.,La Paz,"Camino de Reynaldo Ochoa 19 Puerta 8 
Málaga, 34228",Compra directa,en Línea,1800,12,QP-TINKU300,21600
651527,2024-03-15,2024-06-03,Institución,Pública,Gobierno Municipal de Trinidad,Beni,"Cañada Concepción Vidal 70
Segovia, 11392",Compra directa,Tienda,6500,72,QP-KC500,468000
502410,2021-07-23,2022-05-20,Institución,Privada,Milla y asociados S.Com.,Tarija,"Urbanización de Carlito Múgica 12 Piso 1 
Málaga, 33556",Licitación,en Línea,3000,86,QP-K101,258000
477995,2024-01-16,2024-06-17,Persona,NaN,Ciriaco Nicolás Puig,Cochabamba,"Cuesta Ester Carreras 89
Lleida, 13539",Licitación,Tienda,7500,43,QP-SC700,322500
352105,2022-08-30,2023-12-27,Institución,Privada,Manufacturas TO S.A.,Beni,"Glorieta de Ana Otero 63
Navarra, 19693",Compra directa,Tienda,3200,97,QP-QP100,310400
56463,2020-08-01,2021-05-17,Institución,Privada,Fábrica BAI S.A.D,Tarija,"Cuesta de Gregorio Palacios 15
Asturias, 50928",Licitación,Tienda,3500,9,QP-CPE250,31500
436039,2019-12-09,2021-07-28,Institución,Pública,Gobierno Autónomo Municipal de Cobija,Potosi,"Plaza de Serafina Campillo 6
Ávila, 25063",Compra directa,Tienda,6500,13,QP-KC500,84500
494614,2022-01-06,2022-11-08,Persona,NaN,Luz Galvez Tomé,Tarija,"Pasadizo Carla Hoz 32 Puerta 5 
Vizcaya, 12839",Compra directa,Tienda,1800,82,QP-TINKU300,147600
900205,2024-04-03,2024-06-23,Persona,NaN,Bruno Cabo Figueroa,Potosi,"Urbanización de Candelas Feijoo 37 Piso 4 
Tarragona, 05493",Licitación,en Línea,9000,65,QP-AIOB300,585000
74442,2022-06-17,2022-06-17,Institución,Pública,Gobierno Municipal de Trinidad,La Paz,"Cañada de Adolfo Tejera 47 Apt. 97 
Segovia, 48929",Licitación,Tienda,3300,28,QP-SK105,92400
136527,2019-11-12,2020-12-17,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Santa Cruz,"C. de Ariel Valderrama 55 Piso 3 
Barcelona, 51760",Compra directa,Tienda,9000,20,QP-AIOB300,180000
997891,2020-08-20,2022-03-25,Institución,Privada,Familia Reyes S.Com.,Pando,"Via de Miguel Ángel Dávila 92
Salamanca, 11261",Licitación,Tienda,8700,43,QP-AIOB200,374100
806849,2021-02-28,2022-08-23,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,La Paz,"Calle Florinda Zaragoza 24
Sevilla, 24725",Licitación,en Línea,3200,35,QP-QP100,112000
863692,2022-10-16,2023-04-08,Persona,NaN,Domingo Calatayud-Alfaro,Potosi,"Paseo Raúl Aranda 235 Apt. 97 
Valencia, 05637",Licitación,Tienda,6500,9,QP-KC500,58500
737736,2023-02-09,2023-12-19,Institución,Pública,Gobierno Autónomo Departamental de Santa Cruz,La Paz,"Via de Fabiana Prado 46 Puerta 5 
Toledo, 51510",Licitación,Tienda,3000,26,QP-K101,78000
75573,2021-07-01,2023-04-10,Institución,Privada,Desarrollo RQX S.C.P,Chuquisaca,"C. Maristela Mur 7 Apt. 01 
Salamanca, 27730",Compra directa,Tienda,9000,39,QP-AIOB300,351000
145139,2024-01-07,2024-03-05,Institución,Pública,Gobierno Autónomo Departamental de Pando,Pando,"Ronda de Jacinto Olivera 240
Girona, 36472",Compra directa,Tienda,8700,100,QP-AIOB200,870000
937475,2021-12-13,2022-03-10,Institución,Pública,Concejo Municipal de Santa Cruz,Tarija,"Avenida Ciriaco Hoyos 305 Puerta 4 
Ceuta, 42650",Licitación,Tienda,3200,23,QP-QP100,73600
618972,2021-05-28,2024-06-06,Persona,NaN,Tiburcio Perelló Ródenas,La Paz,"Callejón Renata Sarabia 684 Puerta 3 
Guipúzcoa, 03219",Licitación,Tienda,9000,56,QP-AIOB300,504000
971929,2019-11-19,2021-01-06,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Pando,"Urbanización de Marisela Goicoechea 40 Piso 1 
Zaragoza, 27500",Licitación,Tienda,3500,98,QP-NY50,343000
721966,2022-01-28,2022-06-05,Institución,Pública,Gobierno Autónomo Departamental de Pando,Santa Cruz,"Vial Gala Luque 34
Vizcaya, 05336",Licitación,Tienda,3500,51,QP-NY50,178500
994793,2021-08-19,2023-09-02,Institución,Pública,Gobierno Autónomo Municipal de Tarija,La Paz,"Ronda de Itziar Peralta 735 Puerta 8 
Huelva, 08541",Licitación,Tienda,9500,52,QP-SC1000,494000
670604,2023-06-09,2024-02-21,Institución,Pública,Gobierno Autónomo Departamental de Santa Cruz,Potosi,"C. de Merche Aramburu 82 Piso 6 
Huesca, 37919",Licitación,en Línea,3200,73,QP-QP100,233600
644289,2019-10-20,2020-09-21,Persona,NaN,René de Navarrete,Chuquisaca,"Pasadizo de Salomón Cepeda 93 Apt. 42 
Segovia, 46054",Licitación,Tienda,1800,49,QP-TINKU300,88200
517568,2020-01-03,2022-10-28,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Potosi,"Cañada de Eliana Mercader 31 Apt. 67 
Huelva, 40273",Licitación,Tienda,7500,92,QP-SC700,690000
478952,2021-10-06,2023-07-27,Institución,Pública,Concejo Municipal de Santa Cruz,Beni,"Callejón de Nando Palomar 54 Apt. 98 
Burgos, 42089",Licitación,Tienda,7500,29,QP-SC700,217500
86069,2020-05-01,2021-05-14,Institución,Pública,Gobierno Autónomo Municipal de Tarija,La Paz,"Plaza Primitiva Rosselló 5 Puerta 0 
Burgos, 14640",Compra directa,Tienda,3300,24,QP-SK105,79200
358763,2024-04-02,2024-05-12,Institución,Privada,Farmaceútica Globales S.L.,La Paz,"Calle Emiliana Elías 4 Apt. 83 
Huelva, 34772",Compra directa,en Línea,3200,84,QP-QP100,268800
339661,2023-05-17,2023-11-04,Institución,Pública,Gobierno Autónomo Departamental de Cochabamba,Pando,"Avenida Anacleto Coca 73 Piso 8 
Ciudad, 36948",Licitación,en Línea,3000,55,QP-K101,165000
965073,2020-12-07,2021-06-23,Institución,Pública,Gobierno Autónomo Departamental de Santa Cruz,Cochabamba,"C. Chus Pou 97
Sevilla, 49928",Compra directa,en Línea,8700,94,QP-AIOB200,817800
982917,2023-09-02,2024-04-09,Institución,Pública,Gobierno Municipal de La Paz,La Paz,"Alameda de Loida Abad 18 Apt. 33 
Baleares, 09266",Licitación,Tienda,3000,91,QP-K101,273000
962538,2022-06-15,2024-06-13,Institución,Pública,Gobierno Autónomo Municipal de Tarija,Tarija,"Cuesta Mateo Macias 486
Cuenca, 44590",Licitación,Tienda,1800,62,QP-TINKU300,111600
657172,2020-05-01,2022-01-01,Institución,Privada,Lorenzo y asociados S.Com.,Tarija,"Camino Galo Cárdenas 62 Puerta 5 
Albacete, 10897",Licitación,Tienda,9000,39,QP-AIOB300,351000
516862,2020-05-11,2021-09-06,Persona,NaN,Eligia Valls-Fernandez,Tarija,"Ronda Agapito Mancebo 42
Almería, 40311",Compra directa,Tienda,1800,50,QP-TINKU300,90000
889382,2020-06-16,2022-12-21,Institución,Pública,Gobierno Autónomo Departamental de Tarija,La Paz,"Camino de Lupita Ballester 77
La Coruña, 26667",Compra directa,Tienda,3000,20,QP-K101,60000
864957,2021-08-28,2021-09-07,Institución,Pública,Gobierno Autónomo Departamental de Pando,Tarija,"Paseo Hernán Aramburu 97
Baleares, 51911",Licitación,Tienda,3200,73,QP-QP100,233600
203324,2023-04-30,2024-02-08,Institución,Pública,Gobierno Autónomo Departamental de Oruro,Pando,"Avenida Demetrio Prieto 28
Salamanca, 25150",Licitación,en Línea,3500,100,QP-QP200,350000
221227,2019-11-10,2020-08-14,Institución,Pública,Gobierno Autónomo Departamental de Santa Cruz,Santa Cruz,"Cañada de David Reyes 741 Piso 5 
Pontevedra, 29523",Compra directa,Tienda,3500,85,QP-TPC200,297500
72348,2022-02-19,2022-09-11,Institución,Pública,Concejo Municipal de Santa Cruz,Santa Cruz,"Via Plácido Sancho 10 Apt. 72 
Zaragoza, 32578",Compra directa,Tienda,3500,51,QP-TPC200,178500
309445,2023-06-22,2024-03-27,Institución,Privada,Hermanos Sosa S.Coop.,La Paz,"Cuesta Martirio Boix 383 Piso 8 
Cádiz, 07967",Compra directa,Tienda,3500,21,QP-CPE250,73500
917398,2022-05-19,2023-02-20,Institución,Pública,Gobierno Municipal de Trinidad,Tarija,"Paseo de Andrea Vila 44
Madrid, 51363",Licitación,Tienda,3200,100,QP-QP100,320000
